Location,Location_2,n_samples,mean_accuracy,std_accuracy
Right-Amygdala,ctx-rh-precentral,44,0.7499999999999999,0.08240220541217404
Right-Hippocampus,Right-Amygdala,132,0.8262108262108262,0.036407090713914264
Right-Hippocampus,ctx-rh-bankssts,66,0.7274725274725274,0.07720513437472656
ctx-rh-middletemporal,Right-Amygdala,120,0.7833333333333334,0.04859126579037751
ctx-rh-middletemporal,ctx-rh-bankssts,74,0.7723809523809525,0.08875045910264188
ctx-rh-bankssts,ctx-lh-middletemporal,20,0.85,0.1224744871391589
ctx-rh-bankssts,Right-Amygdala,34,0.7428571428571429,0.18952141659173713
ctx-rh-bankssts,Right-Hippocampus,66,0.6945054945054945,0.13139107848470435
ctx-rh-bankssts,ctx-rh-middletemporal,74,0.6885714285714285,0.09231711097944867
ctx-rh-bankssts,ctx-rh-bankssts,34,0.6714285714285715,0.1245399698154478
ctx-rh-bankssts,ctx-rh-lateralorbitofrontal,82,0.7441176470588236,0.0815348016213477
ctx-rh-bankssts,ctx-rh-parstriangularis,36,0.7035714285714286,0.19807749462660068
ctx-rh-bankssts,ctx-rh-insula,64,0.6423076923076924,0.09999999999999999
ctx-rh-bankssts,ctx-rh-precentral,50,0.7,0.14142135623730953
ctx-rh-lateralorbitofrontal,Right-Amygdala,174,0.8732773109243699,0.04387295085447994
ctx-rh-lateralorbitofrontal,ctx-rh-bankssts,82,0.7433823529411765,0.04698983914314838
ctx-rh-parstriangularis,Right-Amygdala,92,0.7929824561403509,0.043108578933291494
ctx-rh-parstriangularis,ctx-rh-bankssts,36,0.7178571428571429,0.13190132366156707
ctx-rh-insula,Right-Amygdala,72,0.7504761904761905,0.06851849808992362
ctx-rh-insula,ctx-rh-bankssts,64,0.641025641025641,0.05847053462046861
ctx-rh-precentral,Right-Amygdala,44,0.7055555555555555,0.08534606386520677
ctx-rh-precentral,ctx-rh-bankssts,50,0.72,0.11661903789690603
Left-Amygdala,ctx-lh-medialorbitofrontal,22,0.67,0.18867962264113208
Left-Amygdala,Right-Hippocampus,34,0.8857142857142858,0.1665986255670086
Left-Amygdala,ctx-rh-middletemporal,72,0.8323809523809524,0.08557660900661054
ctx-lh-middletemporal,ctx-lh-transversetemporal,36,0.7428571428571429,0.16659862556700858
ctx-lh-middletemporal,ctx-lh-medialorbitofrontal,48,0.7911111111111111,0.11008414290222968
Left-Hippocampus,ctx-lh-medialorbitofrontal,30,0.8333333333333334,0.18257418583505536
ctx-lh-inferiortemporal,ctx-lh-superiortemporal,24,0.79,0.12806248474865697
ctx-lh-inferiortemporal,Right-Hippocampus,22,0.9,0.1224744871391589
ctx-lh-inferiortemporal,ctx-rh-middletemporal,34,0.7523809523809524,0.26151486129039964
ctx-lh-superiortemporal,ctx-lh-inferiortemporal,24,0.7,0.17888543819998318
ctx-lh-superiortemporal,ctx-lh-transversetemporal,44,0.6416666666666667,0.15918387535438228
ctx-lh-superiortemporal,ctx-lh-medialorbitofrontal,30,0.8,0.12472191289246473
ctx-lh-superiortemporal,ctx-rh-middletemporal,22,0.8699999999999999,0.1661324772583615
ctx-lh-transversetemporal,ctx-lh-middletemporal,36,0.7214285714285713,0.15714285714285717
ctx-lh-transversetemporal,ctx-lh-superiortemporal,44,0.663888888888889,0.13619611857923625
ctx-lh-transversetemporal,ctx-lh-lateralorbitofrontal,32,0.5857142857142856,0.13850513878332368
ctx-lh-medialorbitofrontal,Left-Amygdala,22,0.82,0.09273618495495704
ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,48,0.7444444444444445,0.12008227632094487
ctx-lh-medialorbitofrontal,Left-Hippocampus,30,0.8666666666666666,0.06666666666666665
ctx-lh-medialorbitofrontal,ctx-lh-superiortemporal,30,0.7,0.0666666666666667
ctx-lh-medialorbitofrontal,ctx-lh-lateralorbitofrontal,22,0.8099999999999999,0.09695359714832658
ctx-lh-medialorbitofrontal,ctx-lh-parstriangularis,22,0.6799999999999999,0.11224972160321826
ctx-lh-lateralorbitofrontal,ctx-lh-transversetemporal,32,0.6,0.14077852856280462
ctx-lh-lateralorbitofrontal,ctx-lh-medialorbitofrontal,22,0.74,0.19339079605813714
ctx-lh-lateralorbitofrontal,ctx-rh-middletemporal,20,0.85,0.2
ctx-lh-parstriangularis,ctx-lh-medialorbitofrontal,22,0.77,0.024494897427831803
ctx-lh-parstriangularis,ctx-rh-middletemporal,26,0.7666666666666666,0.0843274042711568
Right-Hippocampus,Left-Amygdala,34,0.7666666666666667,0.0645936188869073
Right-Hippocampus,ctx-lh-inferiortemporal,22,0.6900000000000001,0.07348469228349536
ctx-rh-middletemporal,Left-Amygdala,72,0.8876190476190476,0.07219273774570374
ctx-rh-middletemporal,ctx-lh-inferiortemporal,34,0.7904761904761906,0.1227057021592869
ctx-rh-middletemporal,ctx-lh-superiortemporal,22,0.74,0.14628738838327796
ctx-rh-middletemporal,ctx-lh-lateralorbitofrontal,20,0.7,0.18708286933869706
ctx-rh-middletemporal,ctx-lh-parstriangularis,26,0.5733333333333334,0.155492050529208
Left-Hippocampus,ctx-lh-entorhinal,24,0.75,0.23237900077244503
Left-Hippocampus,ctx-lh-parsopercularis,68,0.689010989010989,0.06552989677307942
ctx-lh-parahippocampal,ctx-lh-superiortemporal,34,0.8523809523809524,0.00952380952380949
ctx-lh-parahippocampal,ctx-lh-entorhinal,22,0.72,0.19390719429665315
ctx-lh-parahippocampal,ctx-lh-medialorbitofrontal,22,0.76,0.15937377450509227
ctx-lh-parahippocampal,ctx-lh-parstriangularis,30,0.9333333333333333,0.08164965809277258
ctx-lh-parahippocampal,ctx-lh-insula,20,0.85,0.2
ctx-lh-parahippocampal,ctx-lh-parsopercularis,40,0.8,0.1
ctx-lh-fusiform,ctx-lh-parsopercularis,32,0.8047619047619048,0.1263476110611581
Left-Amygdala,ctx-lh-parsopercularis,24,0.8800000000000001,0.16
ctx-lh-superiortemporal,ctx-lh-parahippocampal,34,0.7380952380952381,0.10213147899774866
ctx-lh-superiortemporal,ctx-lh-entorhinal,26,0.8066666666666666,0.12719189352225943
ctx-lh-superiortemporal,ctx-lh-parsopercularis,104,0.7976190476190477,0.10268504120403728
ctx-lh-middletemporal,ctx-lh-parsopercularis,128,0.836,0.07165730409922796
ctx-lh-entorhinal,Left-Hippocampus,24,0.72,0.16
ctx-lh-entorhinal,ctx-lh-parahippocampal,22,0.63,0.21817424229271426
ctx-lh-entorhinal,ctx-lh-superiortemporal,26,0.7333333333333333,0.23475755815545346
ctx-lh-entorhinal,ctx-lh-parsopercularis,22,0.6799999999999999,0.2638181191654584
ctx-lh-medialorbitofrontal,ctx-lh-parahippocampal,22,0.65,0.20976176963403032
ctx-lh-medialorbitofrontal,ctx-lh-parsopercularis,22,0.77,0.024494897427831803
ctx-lh-parstriangularis,ctx-lh-parahippocampal,30,0.7,0.12472191289246472
ctx-lh-parstriangularis,ctx-lh-parsopercularis,62,0.8230769230769232,0.07404886706765977
ctx-lh-insula,ctx-lh-parahippocampal,20,0.8,0.2449489742783178
ctx-lh-insula,ctx-lh-parsopercularis,72,0.7638095238095238,0.11335333957072785
ctx-lh-parsopercularis,Left-Hippocampus,68,0.7351648351648352,0.07757961580097929
ctx-lh-parsopercularis,ctx-lh-parahippocampal,40,0.75,0.07905694150420949
ctx-lh-parsopercularis,ctx-lh-fusiform,32,0.780952380952381,0.07589227357385347
ctx-lh-parsopercularis,Left-Amygdala,24,0.75,0.23237900077244503
ctx-lh-parsopercularis,ctx-lh-superiortemporal,104,0.8080952380952381,0.11993573487024714
ctx-lh-parsopercularis,ctx-lh-middletemporal,128,0.8747692307692307,0.07567979884132041
ctx-lh-parsopercularis,ctx-lh-entorhinal,22,0.9,0.1224744871391589
ctx-lh-parsopercularis,ctx-lh-medialorbitofrontal,22,0.6799999999999999,0.11224972160321826
ctx-lh-parsopercularis,ctx-lh-parstriangularis,62,0.8217948717948719,0.142671053776857
ctx-lh-parsopercularis,ctx-lh-insula,72,0.8057142857142857,0.02649605284427342
ctx-lh-parsopercularis,ctx-lh-parsopercularis,78,0.77,0.08405520672616171
Left-Amygdala,Right-Amygdala,28,0.7533333333333333,0.07180219742846009
Left-Amygdala,ctx-rh-lateralorbitofrontal,26,0.6466666666666667,0.20176994600562073
Left-Amygdala,ctx-rh-parstriangularis,20,0.75,0.0
ctx-lh-inferiortemporal,ctx-rh-fusiform,20,0.85,0.1224744871391589
ctx-lh-inferiortemporal,ctx-rh-lateralorbitofrontal,24,0.78,0.16
ctx-lh-inferiortemporal,ctx-rh-insula,20,0.75,0.15811388300841897
ctx-lh-inferiortemporal,ctx-rh-parstriangularis,30,0.8666666666666668,0.12472191289246472
Right-Amygdala,Left-Amygdala,28,0.9266666666666667,0.09043106644167022
Right-Amygdala,ctx-rh-fusiform,32,0.819047619047619,0.1385051387833237
ctx-rh-fusiform,ctx-lh-inferiortemporal,20,0.9,0.1224744871391589
ctx-rh-fusiform,Right-Amygdala,32,0.7809523809523808,0.12988744473319866
ctx-rh-lateralorbitofrontal,Left-Amygdala,26,0.6799999999999999,0.2039607805437114
ctx-rh-lateralorbitofrontal,ctx-lh-inferiortemporal,24,0.8800000000000001,0.09797958971132709
ctx-rh-insula,ctx-lh-inferiortemporal,20,0.9,0.1224744871391589
ctx-rh-parstriangularis,Left-Amygdala,20,0.9,0.1224744871391589
ctx-rh-parstriangularis,ctx-lh-inferiortemporal,30,0.8,0.19436506316151
ctx-lh-superiortemporal,ctx-lh-rostralanteriorcingulate,68,0.8098901098901099,0.07269378201556584
ctx-lh-superiortemporal,Right-Amygdala,28,0.5733333333333333,0.1420485050177501
ctx-lh-insula,ctx-lh-transversetemporal,22,0.72,0.16911534525287764
ctx-lh-insula,ctx-lh-rostralanteriorcingulate,42,0.638888888888889,0.18151454725227267
ctx-lh-transversetemporal,ctx-lh-insula,22,0.78,0.20396078054371142
ctx-lh-parsopercularis,ctx-lh-rostralanteriorcingulate,42,0.8583333333333332,0.08888888888888889
ctx-lh-parsopercularis,ctx-lh-lateralorbitofrontal,102,0.822857142857143,0.04223355856884136
Left-Hippocampus,ctx-lh-rostralanteriorcingulate,32,0.8095238095238096,0.1156662647761059
ctx-lh-middletemporal,ctx-lh-rostralanteriorcingulate,74,0.7847619047619048,0.0758564104828186
ctx-lh-rostralanteriorcingulate,ctx-lh-superiortemporal,68,0.8241758241758241,0.05516439735389507
ctx-lh-rostralanteriorcingulate,ctx-lh-insula,42,0.836111111111111,0.11600340565456167
ctx-lh-rostralanteriorcingulate,ctx-lh-parsopercularis,42,0.7166666666666667,0.08127077132404328
ctx-lh-rostralanteriorcingulate,Left-Hippocampus,32,0.7999999999999999,0.16329931618554522
ctx-lh-rostralanteriorcingulate,ctx-lh-middletemporal,74,0.8371428571428572,0.1010780888489265
ctx-lh-rostralanteriorcingulate,ctx-lh-rostralanteriorcingulate,38,0.7642857142857143,0.09271967846962262
ctx-lh-rostralanteriorcingulate,ctx-lh-lateralorbitofrontal,72,0.86,0.0792023729001592
Right-Amygdala,ctx-lh-superiortemporal,28,0.6133333333333334,0.11274356350191843
Right-Amygdala,ctx-lh-lateralorbitofrontal,28,0.6866666666666668,0.1107549848389077
ctx-lh-lateralorbitofrontal,ctx-lh-parsopercularis,102,0.8633333333333333,0.034060104270947945
ctx-lh-lateralorbitofrontal,ctx-lh-rostralanteriorcingulate,72,0.8752380952380954,0.052631435731992776
ctx-lh-lateralorbitofrontal,Right-Amygdala,28,0.7066666666666667,0.14966629547095767
Right-Hippocampus,ctx-rh-parahippocampal,106,0.9432900432900434,0.01928230082365374
ctx-rh-parahippocampal,Right-Hippocampus,106,0.8969696969696969,0.05290602984399023
ctx-rh-parahippocampal,ctx-rh-parahippocampal,150,0.9733333333333334,0.02494438257849294
ctx-rh-parahippocampal,Right-Amygdala,82,0.9139705882352942,0.09299653972801399
ctx-rh-parahippocampal,ctx-rh-middletemporal,40,0.925,0.09999999999999999
Right-Amygdala,ctx-rh-parahippocampal,82,0.9397058823529412,0.03724683865268807
ctx-rh-middletemporal,ctx-rh-parahippocampal,40,0.875,0.0
Right-Hippocampus,ctx-rh-inferiortemporal,88,0.7496732026143791,0.04615138155270518
Right-Hippocampus,ctx-rh-parsopercularis,54,0.7581818181818182,0.04999173485406374
ctx-rh-parahippocampal,ctx-rh-fusiform,38,0.9464285714285715,0.0658538889806635
ctx-rh-parahippocampal,ctx-rh-inferiortemporal,22,0.8300000000000001,0.15362291495737218
ctx-rh-parahippocampal,ctx-rh-lateralorbitofrontal,114,0.9739130434782609,0.02129991080681023
ctx-rh-parahippocampal,ctx-rh-parstriangularis,82,0.95,0.07288689868556626
ctx-rh-parahippocampal,ctx-rh-parsopercularis,20,0.85,0.2
Right-Amygdala,ctx-rh-inferiortemporal,48,0.7511111111111111,0.04251361437713112
Right-Amygdala,ctx-rh-parsopercularis,24,0.71,0.2009975124224178
ctx-rh-fusiform,ctx-rh-parahippocampal,38,0.9464285714285714,0.0658538889806635
ctx-rh-inferiortemporal,Right-Hippocampus,88,0.7163398692810458,0.03157613680831675
ctx-rh-inferiortemporal,ctx-rh-parahippocampal,22,0.9099999999999999,0.11135528725660043
ctx-rh-inferiortemporal,Right-Amygdala,48,0.6688888888888889,0.06681465057054627
ctx-rh-inferiortemporal,ctx-rh-inferiortemporal,62,0.6294871794871795,0.09476778775680168
ctx-rh-inferiortemporal,ctx-rh-middletemporal,88,0.6816993464052288,0.05696407469150568
ctx-rh-inferiortemporal,ctx-rh-lateralorbitofrontal,128,0.7344615384615384,0.06574542979144282
ctx-rh-inferiortemporal,ctx-rh-parstriangularis,54,0.7018181818181819,0.12575721066029516
ctx-rh-inferiortemporal,ctx-rh-parsopercularis,26,0.6933333333333334,0.15549205052920803
ctx-rh-middletemporal,ctx-rh-inferiortemporal,88,0.7379084967320261,0.07034574665136581
ctx-rh-middletemporal,ctx-rh-parsopercularis,46,0.6511111111111111,0.0859514649147276
ctx-rh-lateralorbitofrontal,ctx-rh-parahippocampal,114,0.9739130434782609,0.02129991080681023
ctx-rh-lateralorbitofrontal,ctx-rh-inferiortemporal,128,0.7661538461538461,0.06858847350849015
ctx-rh-lateralorbitofrontal,ctx-rh-parsorbitalis,22,0.72,0.1691153452528776
ctx-rh-lateralorbitofrontal,ctx-rh-parsopercularis,58,0.6757575757575758,0.11651899351351747
ctx-rh-parsorbitalis,ctx-rh-lateralorbitofrontal,22,0.8099999999999999,0.1854723699099141
ctx-rh-parstriangularis,ctx-rh-parahippocampal,82,1.0,0.0
ctx-rh-parstriangularis,ctx-rh-inferiortemporal,54,0.649090909090909,0.08520272373716353
ctx-rh-parstriangularis,ctx-rh-parsopercularis,26,0.6866666666666668,0.16546231527987812
ctx-rh-parsopercularis,Right-Hippocampus,54,0.78,0.06956773261712361
ctx-rh-parsopercularis,ctx-rh-parahippocampal,20,0.85,0.1224744871391589
ctx-rh-parsopercularis,Right-Amygdala,24,0.71,0.15620499351813308
ctx-rh-parsopercularis,ctx-rh-inferiortemporal,26,0.7333333333333332,0.08432740427115681
ctx-rh-parsopercularis,ctx-rh-middletemporal,46,0.6933333333333332,0.053333333333333365
ctx-rh-parsopercularis,ctx-rh-lateralorbitofrontal,58,0.7984848484848485,0.13412300591715592
ctx-rh-parsopercularis,ctx-rh-parstriangularis,26,0.7333333333333333,0.1520233900132184
ctx-rh-inferiortemporal,ctx-rh-insula,102,0.7057142857142857,0.032387954425013236
ctx-rh-insula,ctx-rh-inferiortemporal,102,0.6476190476190476,0.0433307168231517
ctx-rh-insula,ctx-rh-parsopercularis,44,0.725,0.06596856715021067
ctx-rh-parsopercularis,ctx-rh-insula,44,0.6777777777777778,0.10183501544346311
ctx-lh-rostralanteriorcingulate,ctx-lh-parstriangularis,32,0.8142857142857143,0.18952141659173713
ctx-lh-parstriangularis,ctx-lh-rostralanteriorcingulate,32,0.8476190476190476,0.09110060223670946
ctx-lh-middletemporal,ctx-rh-caudalmiddlefrontal,28,0.8866666666666667,0.09333333333333332
ctx-rh-lateralorbitofrontal,ctx-rh-postcentral,72,0.7933333333333333,0.13077823919064283
ctx-rh-lateralorbitofrontal,ctx-rh-caudalmiddlefrontal,20,0.95,0.09999999999999999
Right-Amygdala,ctx-rh-postcentral,22,0.67,0.18867962264113208
ctx-rh-middletemporal,ctx-rh-postcentral,48,0.6244444444444445,0.051830683509735985
ctx-rh-middletemporal,ctx-rh-caudalmiddlefrontal,22,0.96,0.07999999999999999
Right-Hippocampus,ctx-rh-postcentral,44,0.6138888888888888,0.08624541497922236
ctx-rh-postcentral,ctx-rh-lateralorbitofrontal,72,0.7085714285714285,0.05034123918629527
ctx-rh-postcentral,Right-Amygdala,22,0.5900000000000001,0.09165151389911681
ctx-rh-postcentral,ctx-rh-middletemporal,48,0.6666666666666666,0.07302967433402217
ctx-rh-postcentral,Right-Hippocampus,44,0.6583333333333334,0.07222222222222222
ctx-rh-postcentral,ctx-rh-postcentral,20,0.75,0.22360679774997896
ctx-rh-caudalmiddlefrontal,ctx-lh-middletemporal,28,0.8333333333333333,0.149071198499986
ctx-rh-caudalmiddlefrontal,ctx-rh-lateralorbitofrontal,20,0.85,0.1224744871391589
ctx-rh-caudalmiddlefrontal,ctx-rh-middletemporal,22,0.96,0.07999999999999999
ctx-rh-caudalmiddlefrontal,ctx-rh-caudalmiddlefrontal,20,0.8,0.18708286933869706
ctx-lh-parstriangularis,ctx-lh-superiorfrontal,106,0.8484848484848484,0.056443310867555406
ctx-lh-parstriangularis,ctx-lh-precentral,24,0.8800000000000001,0.16
ctx-lh-superiorfrontal,ctx-lh-parstriangularis,106,0.8774891774891774,0.022393969101952505
ctx-lh-superiorfrontal,ctx-lh-superiorfrontal,218,0.8943974630021142,0.03733970758273673
ctx-lh-superiorfrontal,ctx-lh-precentral,52,0.8072727272727274,0.08593674398615617
ctx-lh-superiorfrontal,ctx-lh-lateralorbitofrontal,198,0.9192307692307693,0.01887273548380527
ctx-lh-superiorfrontal,ctx-lh-middletemporal,192,0.8959514170040486,0.01561258284910074
ctx-lh-superiorfrontal,ctx-rh-medialorbitofrontal,26,0.7666666666666666,0.1520233900132184
ctx-lh-precentral,ctx-lh-parstriangularis,24,0.75,0.14832396974191325
ctx-lh-precentral,ctx-lh-superiorfrontal,52,0.7309090909090908,0.09299426801850491
ctx-lh-precentral,ctx-lh-precentral,32,0.819047619047619,0.1385051387833237
ctx-lh-precentral,ctx-lh-lateralorbitofrontal,52,0.8272727272727274,0.09324277385424064
ctx-lh-precentral,ctx-lh-middletemporal,48,0.8066666666666666,0.1483406157180323
ctx-lh-lateralorbitofrontal,ctx-lh-superiorfrontal,198,0.9042307692307693,0.02863770841382508
ctx-lh-lateralorbitofrontal,ctx-lh-precentral,52,0.8872727272727271,0.08843917459647498
ctx-lh-lateralorbitofrontal,ctx-rh-medialorbitofrontal,28,0.6466666666666667,0.09797958971132714
ctx-lh-middletemporal,ctx-lh-superiorfrontal,192,0.9010796221322537,0.06073114405217621
ctx-lh-middletemporal,ctx-lh-precentral,48,0.8155555555555555,0.07013215039137555
ctx-lh-middletemporal,ctx-rh-medialorbitofrontal,26,0.76,0.233238075793812
ctx-rh-medialorbitofrontal,ctx-lh-superiorfrontal,26,0.8066666666666666,0.12719189352225943
ctx-rh-medialorbitofrontal,ctx-lh-lateralorbitofrontal,28,0.6933333333333334,0.21746008573733455
ctx-rh-medialorbitofrontal,ctx-lh-middletemporal,26,0.7333333333333333,0.1520233900132184
ctx-rh-medialorbitofrontal,ctx-rh-medialorbitofrontal,30,0.6333333333333333,0.12472191289246472
ctx-rh-medialorbitofrontal,ctx-rh-lateralorbitofrontal,72,0.7228571428571429,0.03837988891354264
ctx-rh-medialorbitofrontal,ctx-rh-parstriangularis,26,0.5800000000000001,0.132664991614216
ctx-rh-medialorbitofrontal,Right-Amygdala,30,0.8666666666666668,0.12472191289246472
ctx-rh-medialorbitofrontal,ctx-rh-superiortemporal,116,0.7590579710144927,0.06285996946701983
ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,46,0.6533333333333333,0.15938152068480985
ctx-rh-medialorbitofrontal,ctx-rh-inferiortemporal,34,0.6047619047619047,0.23694962484999482
ctx-rh-lateralorbitofrontal,ctx-rh-medialorbitofrontal,72,0.7085714285714285,0.11489520020209051
ctx-rh-lateralorbitofrontal,ctx-rh-superiortemporal,420,0.7785714285714285,0.023328473740792173
ctx-rh-parstriangularis,ctx-rh-medialorbitofrontal,26,0.6533333333333333,0.14847371634213394
ctx-rh-parstriangularis,ctx-rh-superiortemporal,156,0.6981854838709676,0.07396638611365192
Right-Amygdala,ctx-rh-medialorbitofrontal,30,0.7333333333333333,0.08164965809277264
Right-Amygdala,ctx-rh-superiortemporal,120,0.7333333333333332,0.056519416526043906
ctx-rh-superiortemporal,ctx-rh-medialorbitofrontal,116,0.7242753623188406,0.06988528422393875
ctx-rh-superiortemporal,ctx-rh-lateralorbitofrontal,420,0.7571428571428571,0.02672612419124243
ctx-rh-superiortemporal,ctx-rh-parstriangularis,156,0.7314516129032258,0.0587991165598651
ctx-rh-superiortemporal,Right-Amygdala,120,0.7666666666666667,0.11055415967851334
ctx-rh-superiortemporal,ctx-rh-superiortemporal,726,0.6735285781766651,0.025199409483707313
ctx-rh-superiortemporal,ctx-rh-middletemporal,284,0.7464912280701753,0.040805976665308795
ctx-rh-superiortemporal,ctx-rh-inferiortemporal,194,0.6341430499325236,0.036393235778444034
ctx-rh-middletemporal,ctx-rh-medialorbitofrontal,46,0.6333333333333333,0.11967032904743342
ctx-rh-middletemporal,ctx-rh-superiortemporal,284,0.7004385964912281,0.04514775169283428
ctx-rh-inferiortemporal,ctx-rh-medialorbitofrontal,34,0.638095238095238,0.17715309750226926
ctx-rh-inferiortemporal,ctx-rh-superiortemporal,194,0.6750337381916329,0.023889308084597913
Right-Amygdala,ctx-rh-inferiorparietal,22,0.78,0.12884098726725127
Right-Hippocampus,ctx-rh-superiortemporal,274,0.7299663299663299,0.030897278465824123
ctx-rh-superiortemporal,Right-Hippocampus,274,0.7406734006734006,0.033170981699572194
ctx-rh-superiortemporal,ctx-rh-bankssts,118,0.7463768115942029,0.08312039587273334
ctx-rh-superiortemporal,ctx-rh-precentral,198,0.7574358974358975,0.07361319201157361
ctx-rh-superiortemporal,ctx-rh-inferiorparietal,118,0.738768115942029,0.1054366502150444
ctx-rh-middletemporal,ctx-rh-lingual,28,0.6866666666666668,0.1107549848389077
ctx-rh-middletemporal,ctx-rh-lateraloccipital,28,0.8266666666666668,0.18306040290327974
ctx-rh-bankssts,ctx-rh-superiortemporal,118,0.6608695652173913,0.03874271143790811
ctx-rh-bankssts,ctx-rh-inferiorparietal,26,0.8066666666666666,0.12719189352225943
